Company,Company Type,"Invests in(Preseed, Seed, Series A ...)",Company Thesis,Sector,Cheque Size,Website,Company Linkedin,Notes,Investment Criteria (evaluation),Process / Extra Notes,Detailed Writeup (~200 words),Data Confidence,India relevance,Source,Wave,Status
LICHFL Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0193,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Lok Capital Growth Fund,PE,"Series B, Series C+",,,,,,SEBI AIF2; regs: IN/AIF2/16-17/0231,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Madhya Pradesh MSME Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/17-18/0312,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Maharashtra Laghu Vikas,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/15-16/0191,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Maitreyi Digital India Fund,VC,"Seed, Series A",,,,,,SEBI AIF2; regs: IN/AIF2/15-16/0205,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Manufacturing Value Addition Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/12-13/0022,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Mavin Ventures,VC,"Seed, Series A",,,,,,SEBI AIF2; regs: IN/AIF2/25-26/1834,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Menterra Social Impact Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/15-16/0187,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Milestone India Growth Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/11-12/0211,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Milestone Private Equity Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/07-08/110,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
monarch ssar investment,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/22-23/1179,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Montane Ventures,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/15-16/0197,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Morning Glory,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/17-18/0393,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Morpheus Media Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/143,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
MountTech Growth Fund,PE,"Series B, Series C+",,,,,,SEBI AIF2; regs: IN/AIF2/23-24/1420,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Multiples Private Equity Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0117,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Nagarjuna Venture Capital Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/07-08/097,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Neev Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/14-15/0114,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Negen Tech Opportunities Angel Fund,Angel,"Pre-Seed, Seed",,,,,,SEBI AIF1; regs: IN/AIF1/22-23/1036,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Network Enterprise Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/146,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Next Orbit Ventures Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/11-12/0232,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Nilanchal Capitals Pvt Ltd,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/05-06/079,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
North East Venture,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0285,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Nv India,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/153,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Nxt Discovery Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/22-23/1246,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Oman India Joint Investment Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0200,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Omnivore Partners India,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0230,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Opulant Venture Capital,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/02-03/041,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Orange Venture Capital,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/11-12/0233,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Orios Venture Partners,VC,"Seed, Series A",,,,,,"SEBI AIF1; regs: IN/AIF1/13-14/0087, IN/AIF1/15-16/0164",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Ortella Global Capital Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/24-25/1574,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Pandara,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/13-14/0083,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Paradise Moon Investment Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/24-25/1523,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Paragon Partners Growth Fund,PE,"Series B, Series C+",,,,,,SEBI AIF2; regs: IN/AIF2/15-16/0167,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Parampara Early Stage Opportunities Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/15-16/0169,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Parcap Partners NE Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/20-21/0839,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Phi Capital,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0179,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Pi Opportunities Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0241,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
pi Ventures Investment,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0236,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Piramal Infrastructure Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/13-14/0076,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
PitchRight Ventures Global Opportunities Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/20-21/0803,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Point One Capital,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/22-23/1243,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
PointOne Capital,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/20-21/0802,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Potential Ventures,VC,"Seed, Series A",,,,,,SEBI AIF2; regs: IN/AIF2/22-23/1053,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Pravega Ventures,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0238,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Quest India Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/05-06/086,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Rajasthan Venture Capital Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/02-03/038,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Redwoods Capital,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/11-12/0224,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Reliance Alternative Investments Funds (Formerly Known As Reliance Venture Capital Fund),VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/05-06/077,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Reliance India Power Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/05-06/062,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
RMS Growth Fund,PE,"Series B, Series C+",,,,,,SEBI AIF2; regs: IN/AIF2/24-25/1721,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Rudrabhishek Infrastructure,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/13-14/0054,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
RVCF,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/15-16/0139,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Sadev Capital,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/23-24/1404,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
SAHA,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/15-16/0175,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Salamander Excubator Angel (Sea) Fund,Angel,"Pre-Seed, Seed",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0263,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Salil Chakrabarty Innovation Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/22-23/1102,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Sashi Reddi Investment Capital Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/08-09/140,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Sathguru Catalysers,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0270,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Saveda Venture Capital Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/13-14/0067,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Sbi Macquarie Infrastructure,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0194,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Scale Up,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/24-25/1663,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Scale Ventures,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0274,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
SCP India,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/15-16/0198,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Seaf India Investment,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/145,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Selco Energy Access Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0262,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Sgr Achievers Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0202,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Sidvandan Venture Fund,VC,"Seed, Series A",,,,,,SEBI AIF2; regs: IN/AIF2/24-25/1593,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Silicon Road India Venture Fund,VC,"Seed, Series A",,,,,,SEBI AIF2; regs: IN/AIF2/25-26/1929,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Social Investment,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/26-27/2252,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Solitaire Capital India,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/05-06/063,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Spice Capital Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/04-05/052,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Spring Healthcare India,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0180,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Sprout Venture Partners Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0280,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Srei Alternative Investment,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/12-13/0041,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Srei Venture Capital,VC,"Seed, Series A",,,,,,"SEBI VCF; regs: IN/VCF/02-03/039, IN/VCF/05-06/066",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Startfresh Ventures Angel Fund,Angel,"Pre-Seed, Seed",,,,,,SEBI AIF1; regs: IN/AIF1/24-25/1572,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Stellaris Ventures Partners India,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0260,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Street Smart Ventures,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/25-26/1773,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Strugence Social Venture Fund,VC,"Seed, Series A",,,,,,SEBI AIF2; regs: IN/AIF2/16-17/0295,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Subhkam Growth Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/160,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Tara India Fund Iii Domestic,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/08-09/119,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Tara India Fund Iv,VC,"Seed, Series A",,,,,,"SEBI VCF; regs: IN/VCF/07-08/111, IN/VCF/11-12/0207",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Tata Capital Growth,VC,"Seed, Series A",,,,,,"SEBI VCF; regs: IN/AIF2/17-18/0329, IN/VCF/09-10/148",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Tata Capital Healthcare,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/157,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Tata Capital Innovations Fund Limited,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/155,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Tcg India Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0198,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Technology Venture Fund,VC,"Seed, Series A",,,,,,"SEBI AIF1; regs: IN/AIF1/15-16/162, IN/AIF1/25-26/1903, IN/VCF/02-03/044",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
The Fundamentum Partnership,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/17-18/0333,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
The India Seed Investment,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/06-07/091,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
The Infinity Innovation Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0206,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
The Ventureast Funds,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/144,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Theia Ventures Investment,VC,"Seed, Series A",,,,,,SEBI AIF2; regs: IN/AIF2/23-24/1428,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Tiger Strategies Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/25-26/1913,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Tracxn Labs,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/14-15/0136,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
TrailBlaze ventures,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/23-24/1365,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Trans Continental Capital,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/14-15/0127,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
True North Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/00-01/024,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
True North Fund III-A,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/07-08/103,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Tvs Shriram Growth Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/08-09/120,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Unicorn India Ventures,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/15-16/159,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Uniqorn Ventures Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/15-16/163,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
